project.number,status,project.type,approval.date,implementation.start.date,original.completion.date,revised.completion.date, project.budget , cumulative.disbursements , undisbursed.amount ,success.rating
3217,FINANCIALLY COMPLETED,PP,36346.00,36403.00,36799.00,36830.00,  0.600 ,  0.588 ,  0.012 ,
3218,FINANCIALLY COMPLETED,PP,36347.00,36424.00,,36981.00,  0.450 ,  0.446 ,  0.004 ,
3219,FINANCIALLY COMPLETED,AD,36346.00,36346.00,,36981.00,  0.150 ,  0.150 ,  0.000 ,
3220,FINANCIALLY COMPLETED,PP,36353.00,36479.00,,37256.00,  0.540 ,  0.535 ,  0.005 ,
3221,FINANCIALLY COMPLETED,AD,36354.00,36418.00,37590.00,38169.00,  0.600 ,  0.458 ,  0.142 ,1
3222,FINANCIALLY COMPLETED,PP,36355.00,36438.00,,37164.00,  0.998 ,  0.998 ,  0.000 ,1
3223,FINANCIALLY COMPLETED,PP,36355.00,36474.00,,37711.00,  1.000 ,  0.998 ,  0.002 ,
3224,FINANCIALLY COMPLETED,PP,36355.00,36363.00,36707.00,37894.00,  0.750 ,  0.705 ,  0.045 ,1
3225,FINANCIALLY COMPLETED,AD,36357.00,36357.00,,37072.00,  0.140 ,  0.132 ,  0.008 ,
3226,FINANCIALLY COMPLETED,AD,36357.00,36357.00,36556.00,36780.00,  0.150 ,  0.142 ,  0.008 ,
3227,FINANCIALLY COMPLETED,AD,36360.00,36494.00,,37590.00,  0.900 ,  0.750 ,  0.150 ,1
3228,FINANCIALLY COMPLETED,AD,36361.00,36361.00,,36677.00,  0.150 ,  0.150 ,  -   ,
3229,FINANCIALLY COMPLETED,PP,36361.00,36540.00,36769.00,37437.00,  0.350 ,  0.276 ,  0.074 ,
3230,FINANCIALLY COMPLETED,PP,36367.00,36429.00,,36738.00,  0.500 ,  0.465 ,  0.035 ,
3231,FINANCIALLY COMPLETED,PP,36371.00,36371.00,,36707.00,  0.150 ,  0.138 ,  0.012 ,
3232,FINANCIALLY COMPLETED,PP,36371.00,36388.00,,36981.00,  0.300 ,  0.300 ,  0.000 ,
3233,FINANCIALLY COMPLETED,AD,36371.00,36412.00,,36799.00,  0.486 ,  0.486 ,  -   ,1
3234,FINANCIALLY COMPLETED,PP,36371.00,36391.00,,36738.00,  0.380 ,  0.380 ,  -   ,
3235,FINANCIALLY COMPLETED,AD,36376.00,36517.00,,36981.00,  0.300 ,  0.274 ,  0.026 ,1
3236,FINANCIALLY COMPLETED,AD,36376.00,36376.00,,36707.00,  0.150 ,  0.114 ,  0.036 ,
3237,FINANCIALLY COMPLETED,PP,36381.00,36399.00,,36646.00,  0.290 ,  0.278 ,  0.012 ,
3238,FINANCIALLY COMPLETED,AD,36381.00,36465.00,37011.00,37652.00,  0.380 ,  0.370 ,  0.010 ,1
3239,FINANCIALLY COMPLETED,AD,36381.00,36404.00,,37164.00,  0.600 ,  0.569 ,  0.031 ,1
3240,FINANCIALLY COMPLETED,AD,36381.00,36396.00,,36769.00,  0.489 ,  0.445 ,  0.043 ,1
3241,FINANCIALLY COMPLETED,PP,36384.00,36403.00,,36646.00,  0.226 ,  0.216 ,  0.010 ,
3242,FINANCIALLY COMPLETED,AD,36388.00,36443.00,,37437.00,  0.600 ,  0.495 ,  0.105 ,1
3243,FINANCIALLY COMPLETED,AD,36390.00,36684.00,36769.00,38625.00,  0.670 ,  0.661 ,  0.009 ,1
3244,FINANCIALLY COMPLETED,AD,36392.00,36392.00,,36707.00,  0.090 ,  0.060 ,  0.030 ,
3245,FINANCIALLY COMPLETED,AD,36397.00,36537.00,,37711.00,  1.860 ,  1.841 ,  0.019 ,1
3246,FINANCIALLY COMPLETED,AD,36399.00,36431.00,,37256.00,  0.250 ,  0.227 ,  0.023 ,
3247,CANCELLED,AD,36399.00,36399.00,,37011.00,  0.150 ,  -   ,  0.150 ,
3248,FINANCIALLY COMPLETED,PP,36402.00,36573.00,,37621.00,  0.792 ,  0.736 ,  0.056 ,
3249,FINANCIALLY COMPLETED,AD,36402.00,36430.00,,37256.00,  0.335 ,  0.273 ,  0.062 ,1
3250,FINANCIALLY COMPLETED,AD,36406.00,36473.00,,37741.00,  0.940 ,  0.940 ,  0.000 ,1
3251,FINANCIALLY COMPLETED,PP,36406.00,36420.00,,36738.00,  0.665 ,  0.596 ,  0.069 ,
3252,FINANCIALLY COMPLETED,AD,36406.00,36480.00,,37437.00,  0.420 ,  0.413 ,  0.007 ,1
3253,FINANCIALLY COMPLETED,AD,36411.00,36504.00,37011.00,38442.00,  0.600 ,  0.523 ,  0.077 ,1
3254,FINANCIALLY COMPLETED,PP,36412.00,36428.00,36830.00,37437.00,  0.596 ,  0.549 ,  0.047 ,
3255,FINANCIALLY COMPLETED,AD,36417.00,36585.00,36646.00,37986.00,  0.470 ,  0.397 ,  0.073 ,1
3256,FINANCIALLY COMPLETED,PP,36420.00,36420.00,,37103.00,  0.150 ,  0.150 ,  0.000 ,
3257,FINANCIALLY COMPLETED,AD,36424.00,36935.00,,37621.00,  0.735 ,  0.699 ,  0.036 ,1
3258,FINANCIALLY COMPLETED,AD,36424.00,36424.00,,37621.00,  0.400 ,  0.285 ,  0.115 ,1
3259,FINANCIALLY COMPLETED,PP,36425.00,36538.00,,37134.00,  0.930 ,  0.883 ,  0.047 ,
3260,FINANCIALLY COMPLETED,AD,36426.00,36537.00,,37164.00,  1.000 ,  0.970 ,  0.030 ,1
3261,FINANCIALLY COMPLETED,AD,36426.00,36538.00,,37437.00,  0.750 ,  0.584 ,  0.166 ,1
3262,FINANCIALLY COMPLETED,PP,36427.00,36427.00,,36830.00,  0.150 ,  0.110 ,  0.040 ,
3263,FINANCIALLY COMPLETED,AD,36427.00,36479.00,,36981.00,  0.470 ,  0.404 ,  0.066 ,1
3264,FINANCIALLY COMPLETED,PP,36427.00,36427.00,,36707.00,  0.150 ,  0.110 ,  0.040 ,
3265,FINANCIALLY COMPLETED,PP,36431.00,36469.00,,37437.00,  0.850 ,  0.797 ,  0.053 ,1
3266,FINANCIALLY COMPLETED,AD,36431.00,36431.00,,36891.00,  0.150 ,  0.129 ,  0.021 ,
3267,FINANCIALLY COMPLETED,PP,36432.00,36508.00,,37118.00,  0.500 ,  0.496 ,  0.004 ,1
3268,FINANCIALLY COMPLETED,AD,36433.00,36447.00,,37437.00,  0.670 ,  0.663 ,  0.007 ,1
3269,FINANCIALLY COMPLETED,AD,36433.00,36433.00,,36799.00,  0.099 ,  0.084 ,  0.015 ,
3270,FINANCIALLY COMPLETED,AD,36438.00,36535.00,37590.00,37802.00,  1.450 ,  1.314 ,  0.136 ,1
3271,FINANCIALLY COMPLETED,AD,36439.00,36454.00,,37529.00,  0.800 ,  0.789 ,  0.011 ,1
3272,FINANCIALLY COMPLETED,AD,36439.00,36511.00,,36752.00,  0.200 ,  0.178 ,  0.022 ,1
3273,FINANCIALLY COMPLETED,PP,36446.00,36458.00,,36738.00,  0.330 ,  0.271 ,  0.059 ,
3274,FINANCIALLY COMPLETED,AD,36446.00,36446.00,37103.00,38898.00,  0.150 ,  0.134 ,  0.016 ,
3275,FINANCIALLY COMPLETED,PP,36446.00,36446.00,,36677.00,  0.150 ,  0.138 ,  0.012 ,
3276,FINANCIALLY COMPLETED,PP,36446.00,36469.00,,37164.00,  1.460 ,  1.434 ,  0.026 ,
3277,FINANCIALLY COMPLETED,PP,36452.00,36452.00,,36677.00,  0.150 ,  0.117 ,  0.033 ,
3278,FINANCIALLY COMPLETED,PP,36452.00,36452.00,,36677.00,  0.150 ,  0.141 ,  0.009 ,
3279,FINANCIALLY COMPLETED,AD,36452.00,36465.00,37195.00,40178.00,  1.400 ,  1.095 ,  0.305 ,1
3280,FINANCIALLY COMPLETED,PP,36459.00,36469.00,36799.00,38442.00,  0.981 ,  0.895 ,  0.086 ,
3281,FINANCIALLY COMPLETED,PP,36459.00,36459.00,,36769.00,  0.150 ,  0.129 ,  0.021 ,
3282,FINANCIALLY COMPLETED,PP,36458.00,36507.00,,37256.00,  0.735 ,  0.641 ,  0.094 ,1
3283,FINANCIALLY COMPLETED,AD,36459.00,36486.00,37256.00,38138.00,  0.900 ,  0.828 ,  0.072 ,1
3284,FINANCIALLY COMPLETED,AD,36461.00,36558.00,36616.00,37864.00,  0.250 ,  0.226 ,  0.024 ,1
3285,FINANCIALLY COMPLETED,AD,36461.00,36537.00,37072.00,37711.00,  0.680 ,  0.581 ,  0.099 ,1
3286,FINANCIALLY COMPLETED,AD,36462.00,36462.00,,36830.00,  0.150 ,  0.090 ,  0.060 ,
3287,FINANCIALLY COMPLETED,AD,36466.00,36503.00,,37560.00,  0.750 ,  0.739 ,  0.011 ,1
3288,FINANCIALLY COMPLETED,PP,36472.00,36502.00,,36738.00,  0.405 ,  0.263 ,  0.142 ,
3289,FINANCIALLY COMPLETED,AD,36472.00,36598.00,36891.00,37256.00,  1.000 ,  0.702 ,  0.298 ,1
3290,FINANCIALLY COMPLETED,AD,36472.00,36504.00,,37499.00,  0.810 ,  0.747 ,  0.063 ,1
3291,FINANCIALLY COMPLETED,PP,36474.00,36627.00,36799.00,37986.00,  1.000 ,  0.979 ,  0.021 ,
3292,FINANCIALLY COMPLETED,AD,36474.00,36579.00,,37621.00,  0.796 ,  0.789 ,  0.007 ,1
3293,FINANCIALLY COMPLETED,AD,36474.00,36509.00,37651.00,37986.00,  1.000 ,  0.780 ,  0.220 ,1
3294,FINANCIALLY COMPLETED,PP,36474.00,36570.00,,36996.00,  0.600 ,  0.522 ,  0.078 ,
3295,FINANCIALLY COMPLETED,AD,36475.00,36514.00,36677.00,37955.00,  0.488 ,  0.485 ,  0.003 ,1
3296,FINANCIALLY COMPLETED,AD,36476.00,36476.00,,37256.00,  0.100 ,  0.029 ,  0.071 ,
3297,FINANCIALLY COMPLETED,AD,36480.00,36587.00,,37407.00,  0.645 ,  0.635 ,  0.010 ,1
3298,FINANCIALLY COMPLETED,AD,36480.00,36480.00,,36891.00,  0.123 ,  0.118 ,  0.005 ,
3299,FINANCIALLY COMPLETED,AD,36481.00,36544.00,,37621.00,  0.686 ,  0.680 ,  0.006 ,1
3301,FINANCIALLY COMPLETED,AD,36480.00,36500.00,37621.00,37925.00,  3.000 ,  2.999 ,  0.001 ,1
3302,FINANCIALLY COMPLETED,AD,36487.00,36504.00,36981.00,37621.00,  0.700 ,  0.630 ,  0.070 ,1
3303,FINANCIALLY COMPLETED,AD,36488.00,36529.00,36981.00,37468.00,  0.800 ,  0.779 ,  0.021 ,1
3304,FINANCIALLY COMPLETED,AD,36488.00,36705.00,36981.00,37986.00,  1.000 ,  0.914 ,  0.086 ,1
3305,FINANCIALLY COMPLETED,AD,36488.00,36518.00,,37560.00,  1.000 ,  0.924 ,  0.076 ,1
3306,FINANCIALLY COMPLETED,AD,36488.00,36566.00,,37407.00,  0.820 ,  0.818 ,  0.002 ,1
3307,FINANCIALLY COMPLETED,AD,36489.00,36551.00,,37346.00,  0.600 ,  0.598 ,  0.002 ,1
3308,FINANCIALLY COMPLETED,AD,36488.00,36507.00,,37499.00,  0.400 ,  0.350 ,  0.050 ,1
3309,FINANCIALLY COMPLETED,AD,36489.00,36552.00,,37802.00,  0.700 ,  0.678 ,  0.022 ,1
3310,FINANCIALLY COMPLETED,AD,36489.00,36577.00,37011.00,37986.00,  0.400 ,  0.385 ,  0.015 ,1
3311,FINANCIALLY COMPLETED,AD,36489.00,36508.00,,37437.00,  0.690 ,  0.658 ,  0.032 ,1
3312,FINANCIALLY COMPLETED,AD,36490.00,36490.00,,37072.00,  0.145 ,  0.106 ,  0.039 ,
3313,FINANCIALLY COMPLETED,AD,36493.00,36552.00,,37103.00,  0.300 ,  0.294 ,  0.006 ,1
3314,FINANCIALLY COMPLETED,PP,36493.00,36493.00,,37134.00,  0.146 ,  0.143 ,  0.003 ,
3315,FINANCIALLY COMPLETED,PP,36493.00,36493.00,,36707.00,  0.118 ,  0.118 ,  0.000 ,
3316,FINANCIALLY COMPLETED,AD,36496.00,36544.00,37407.00,37986.00,  1.092 ,  1.056 ,  0.036 ,1
3317,FINANCIALLY COMPLETED,AD,36496.00,36544.00,37195.00,37741.00,  0.477 ,  0.447 ,  0.031 ,1
3318,FINANCIALLY COMPLETED,AD,36496.00,36544.00,,37346.00,  0.235 ,  0.218 ,  0.017 ,1
3319,FINANCIALLY COMPLETED,AD,36496.00,36521.00,37256.00,37802.00,  0.205 ,  0.172 ,  0.033 ,1
3320,FINANCIALLY COMPLETED,AD,36496.00,36538.00,,37560.00,  0.510 ,  0.462 ,  0.048 ,1
3321,FINANCIALLY COMPLETED,AD,36496.00,36496.00,36616.00,36707.00,  0.147 ,  0.122 ,  0.025 ,
3322,FINANCIALLY COMPLETED,AD,36497.00,36675.00,,37164.00,  0.600 ,  0.453 ,  0.147 ,1
3323,FINANCIALLY COMPLETED,PP,36497.00,36595.00,36891.00,37986.00,  1.000 ,  0.991 ,  0.009 ,
3324,FINANCIALLY COMPLETED,AD,36497.00,36497.00,,36830.00,  0.150 ,  0.141 ,  0.009 ,
3325,FINANCIALLY COMPLETED,AD,36501.00,36542.00,37287.00,38138.00,  0.700 ,  0.692 ,  0.008 ,1
3326,FINANCIALLY COMPLETED,AD,36502.00,36628.00,,37164.00,  0.597 ,  0.591 ,  0.006 ,1
3327,FINANCIALLY COMPLETED,AD,36502.00,36523.00,,37195.00,  0.400 ,  0.393 ,  0.007 ,1
3328,FINANCIALLY COMPLETED,AD,36502.00,36664.00,,37437.00,  1.000 ,  0.997 ,  0.003 ,1
3329,FINANCIALLY COMPLETED,AD,36502.00,36502.00,,37483.00,  0.080 ,  0.063 ,  0.017 ,
3330,FINANCIALLY COMPLETED,AD,36502.00,36594.00,37621.00,37925.00,  0.500 ,  0.363 ,  0.137 ,1
3331,FINANCIALLY COMPLETED,AD,36504.00,36532.00,,37621.00,  0.600 ,  0.564 ,  0.036 ,1
3332,FINANCIALLY COMPLETED,PP,36504.00,36578.00,36860.00,38199.00,  0.500 ,  0.450 ,  0.050 ,1
3333,FINANCIALLY COMPLETED,PP,36504.00,36532.00,,37103.00,  0.600 ,  0.570 ,  0.030 ,
3334,FINANCIALLY COMPLETED,PP,36504.00,36525.00,,36981.00,  0.400 ,  0.381 ,  0.019 ,
3335,FINANCIALLY COMPLETED,PP,36504.00,36525.00,,37346.00,  0.600 ,  0.586 ,  0.014 ,
3336,FINANCIALLY COMPLETED,AD,36506.00,37049.00,37922.00,38960.00,  1.000 ,  0.947 ,  0.053 ,1
3337,FINANCIALLY COMPLETED,AD,36508.00,36675.00,37315.00,38077.00,  0.600 ,  0.530 ,  0.070 ,1
3338,FINANCIALLY COMPLETED,AD,36508.00,36623.00,,37195.00,  0.600 ,  0.570 ,  0.030 ,1
3339,FINANCIALLY COMPLETED,AD,36508.00,36508.00,36646.00,37560.00,  0.095 ,  0.075 ,  0.020 ,
3340,FINANCIALLY COMPLETED,PP,36508.00,36543.00,,37011.00,  0.450 ,  0.397 ,  0.053 ,
3341,FINANCIALLY COMPLETED,AD,36508.00,36557.00,37225.00,37894.00,  0.596 ,  0.520 ,  0.076 ,1
3342,FINANCIALLY COMPLETED,PP,36510.00,36510.00,,36677.00,  0.150 ,  0.132 ,  0.018 ,
3343,FINANCIALLY COMPLETED,AD,36511.00,36769.00,36981.00,38442.00,  1.000 ,  0.821 ,  0.179 ,1
3344,FINANCIALLY COMPLETED,AD,36511.00,36680.00,37376.00,37864.00,  0.500 ,  0.424 ,  0.076 ,1
3345,FINANCIALLY COMPLETED,AD,36511.00,36621.00,37011.00,37955.00,  0.900 ,  0.880 ,  0.020 ,1
3346,FINANCIALLY COMPLETED,PP,36511.00,36663.00,36860.00,37802.00,  0.700 ,  0.686 ,  0.014 ,
3347,FINANCIALLY COMPLETED,AD,36514.00,36543.00,37437.00,38748.00,  0.800 ,  0.687 ,  0.113 ,1
3348,FINANCIALLY COMPLETED,AD,36514.00,36775.00,37986.00,39082.00,  0.690 ,  0.678 ,  0.012 ,1
3349,FINANCIALLY COMPLETED,AD,36514.00,36592.00,,37256.00,  0.600 ,  0.570 ,  0.030 ,1
3350,FINANCIALLY COMPLETED,AD,36514.00,36542.00,36981.00,37560.00,  0.692 ,  0.657 ,  0.035 ,1
3351,FINANCIALLY COMPLETED,PP,36514.00,36544.00,36707.00,37652.00,  0.550 ,  0.516 ,  0.034 ,
3352,FINANCIALLY COMPLETED,AD,36514.00,36573.00,,37771.00,  1.000 ,  0.932 ,  0.068 ,1
3353,FINANCIALLY COMPLETED,AD,36515.00,36572.00,37011.00,38352.00,  1.600 ,  1.562 ,  0.038 ,1
3354,FINANCIALLY COMPLETED,AD,36515.00,36572.00,,37102.00,  1.400 ,  1.396 ,  0.004 ,1
3355,FINANCIALLY COMPLETED,AD,36515.00,36788.00,37376.00,38807.00,  3.000 ,  2.813 ,  0.187 ,1
3356,FINANCIALLY COMPLETED,AD,36516.00,36551.00,36981.00,38291.00,  0.665 ,  0.644 ,  0.021 ,1
3357,FINANCIALLY COMPLETED,AD,36516.00,36846.00,,37652.00,  1.000 ,  0.991 ,  0.009 ,1
3358,FINANCIALLY COMPLETED,PP,36516.00,36648.00,,37011.00,  0.400 ,  0.342 ,  0.058 ,
3359,CANCELLED,AD,36516.00,36961.00,36738.00,37468.00,  0.400 ,  -   ,  0.400 ,
3360,FINANCIALLY COMPLETED,AD,36516.00,36535.00,37376.00,38564.00,  0.500 ,  0.498 ,  0.002 ,1
3361,FINANCIALLY COMPLETED,AD,36516.00,36598.00,,37621.00,  0.600 ,  0.545 ,  0.055 ,1
3362,FINANCIALLY COMPLETED,AD,36516.00,36516.00,,37437.00,  0.125 ,  0.114 ,  0.011 ,
3363,FINANCIALLY COMPLETED,AD,36517.00,36601.00,37256.00,38656.00,  0.600 ,  0.574 ,  0.026 ,1
3364,FINANCIALLY COMPLETED,PP,36517.00,36585.00,36981.00,37468.00,  0.750 ,  0.734 ,  0.016 ,
3365,FINANCIALLY COMPLETED,AD,36517.00,36553.00,,37652.00,  0.800 ,  0.800 ,  0.000 ,1
3366,FINANCIALLY COMPLETED,AD,36517.00,36536.00,,36950.00,  0.300 ,  0.289 ,  0.011 ,1
3367,FINANCIALLY COMPLETED,AD,36520.00,36623.00,36891.00,37256.00,  1.000 ,  0.849 ,  0.151 ,1
3368,FINANCIALLY COMPLETED,AD,36520.00,36520.00,,36769.00,  0.150 ,  0.075 ,  0.075 ,
3369,FINANCIALLY COMPLETED,AD,36520.00,36543.00,36891.00,38199.00,  0.700 ,  0.687 ,  0.013 ,1
3370,FINANCIALLY COMPLETED,PP,36520.00,36601.00,,37072.00,  0.463 ,  0.453 ,  0.010 ,
3371,FINANCIALLY COMPLETED,AD,36521.00,36521.00,,37164.00,  0.150 ,  0.144 ,  0.006 ,
3372,FINANCIALLY COMPLETED,PP,36517.00,36634.00,,37529.00,  1.332 ,  1.168 ,  0.164 ,1
3373,FINANCIALLY COMPLETED,AD,36521.00,36623.00,37072.00,37407.00,  0.900 ,  0.793 ,  0.107 ,1
3374,FINANCIALLY COMPLETED,AD,36517.00,36685.00,,37711.00,  0.800 ,  0.797 ,  0.003 ,1
3375,FINANCIALLY COMPLETED,AD,36521.00,36556.00,,37833.00,  0.900 ,  0.697 ,  0.203 ,1
3376,FINANCIALLY COMPLETED,PP,36521.00,36585.00,,37529.00,  1.783 ,  1.742 ,  0.041 ,
3377,FINANCIALLY COMPLETED,AD,36521.00,36594.00,36860.00,37894.00,  0.410 ,  0.354 ,  0.056 ,1
3378,FINANCIALLY COMPLETED,AD,36522.00,36817.00,36891.00,37986.00,  0.581 ,  0.534 ,  0.047 ,1
3379,FINANCIALLY COMPLETED,AD,36522.00,36573.00,37011.00,37680.00,  1.000 ,  0.924 ,  0.076 ,1
3380,FINANCIALLY COMPLETED,AD,36522.00,36581.00,36981.00,37711.00,  0.600 ,  0.581 ,  0.019 ,1
3381,FINANCIALLY COMPLETED,AD,36522.00,36560.00,,37437.00,  1.000 ,  0.802 ,  0.198 ,1
3382,FINANCIALLY COMPLETED,AD,36522.00,36549.00,,37437.00,  0.464 ,  0.339 ,  0.125 ,1
3383,FINANCIALLY COMPLETED,AD,36522.00,36612.00,37711.00,38352.00,  0.500 ,  0.481 ,  0.019 ,1
3384,FINANCIALLY COMPLETED,AD,36522.00,36815.00,37741.00,38107.00,  0.950 ,  0.917 ,  0.033 ,1
3385,FINANCIALLY COMPLETED,PP,36523.00,36551.00,,37072.00,  0.800 ,  0.792 ,  0.008 ,
3386,FINANCIALLY COMPLETED,AD,36523.00,36921.00,36707.00,37741.00,  0.500 ,  0.481 ,  0.019 ,1
3387,FINANCIALLY COMPLETED,PP,36523.00,36606.00,,37103.00,  0.300 ,  0.300 ,  0.000 ,
3388,FINANCIALLY COMPLETED,AD,36517.00,36517.00,,36707.00,  0.150 ,  0.148 ,  0.002 ,
3389,FINANCIALLY COMPLETED,AD,36517.00,36561.00,37376.00,38077.00,  0.995 ,  0.828 ,  0.167 ,1
3390,FINANCIALLY COMPLETED,AD,36530.00,36606.00,36922.00,38533.00,  0.995 ,  0.755 ,  0.240 ,1
3391,FINANCIALLY COMPLETED,AD,36539.00,36539.00,36646.00,37802.00,  0.150 ,  0.148 ,  0.002 ,
3392,FINANCIALLY COMPLETED,PP,36543.00,36656.00,,37256.00,  0.824 ,  0.813 ,  0.011 ,
3393,FINANCIALLY COMPLETED,AD,36546.00,36546.00,37072.00,37529.00,  0.120 ,  0.100 ,  0.020 ,
3394,FINANCIALLY COMPLETED,AD,36550.00,36630.00,36891.00,38352.00,  0.225 ,  0.204 ,  0.021 ,1
3395,FINANCIALLY COMPLETED,AD,36552.00,36570.00,39447.00,40178.00,  0.990 ,  0.976 ,  0.014 ,1
3396,FINANCIALLY COMPLETED,AD,36558.00,36558.00,,37621.00,  0.150 ,  0.142 ,  0.008 ,
3397,FINANCIALLY COMPLETED,PP,36558.00,36584.00,,37164.00,  0.700 ,  0.553 ,  0.147 ,
3398,FINANCIALLY COMPLETED,AD,36424.00,,,,  0.860 ,  -   ,  0.860 ,
3399,FINANCIALLY COMPLETED,AD,36564.00,36577.00,,37468.00,  1.000 ,  0.905 ,  0.095 ,1
3400,FINANCIALLY COMPLETED,AD,36565.00,36592.00,,37256.00,  0.990 ,  0.951 ,  0.039 ,1
3401,FINANCIALLY COMPLETED,AD,36566.00,36606.00,36799.00,37590.00,  1.000 ,  0.785 ,  0.215 ,1
3402,FINANCIALLY COMPLETED,AD,36567.00,36567.00,,37134.00,  0.145 ,  0.112 ,  0.033 ,
3403,FINANCIALLY COMPLETED,AD,36567.00,36567.00,,36891.00,  0.100 ,  0.088 ,  0.012 ,
3404,FINANCIALLY COMPLETED,AD,36574.00,36574.00,,37256.00,  0.150 ,  0.124 ,  0.026 ,
3405,FINANCIALLY COMPLETED,AD,36587.00,36670.00,36950.00,37667.00,  0.600 ,  0.545 ,  0.055 ,1
3406,FINANCIALLY COMPLETED,PP,36587.00,36609.00,,37164.00,  0.600 ,  0.597 ,  0.003 ,
3407,FINANCIALLY COMPLETED,AD,36587.00,36587.00,,36860.00,  0.150 ,  0.143 ,  0.007 ,
3408,FINANCIALLY COMPLETED,AD,36587.00,36587.00,,37621.00,  0.150 ,  0.148 ,  0.002 ,
3409,FINANCIALLY COMPLETED,AD,36591.00,36655.00,,37771.00,  1.000 ,  0.948 ,  0.052 ,1
3410,FINANCIALLY COMPLETED,AD,36593.00,36593.00,,37468.00,  0.150 ,  0.142 ,  0.008 ,
3411,FINANCIALLY COMPLETED,AD,36593.00,36593.00,36799.00,37621.00,  0.073 ,  0.048 ,  0.026 ,
3412,FINANCIALLY COMPLETED,AD,36594.00,36594.00,37346.00,37802.00,  1.000 ,  0.965 ,  0.035 ,1
3413,FINANCIALLY COMPLETED,AD,36594.00,36643.00,37560.00,39447.00,  2.020 ,  2.020 ,  0.000 ,1
3414,FINANCIALLY COMPLETED,AD,36600.00,36600.00,36891.00,38564.00,  0.150 ,  0.137 ,  0.013 ,
3415,FINANCIALLY COMPLETED,AD,36600.00,36600.00,,36783.00,  0.150 ,  0.139 ,  0.011 ,
3416,FINANCIALLY COMPLETED,AD,36601.00,36760.00,37072.00,37986.00,  1.500 ,  1.220 ,  0.280 ,1
3417,FINANCIALLY COMPLETED,AD,36601.00,36742.00,37072.00,37894.00,  2.000 ,  1.900 ,  0.100 ,1
3418,FINANCIALLY COMPLETED,AD,36606.00,36606.00,,37437.00,  0.150 ,  0.109 ,  0.041 ,
3419,FINANCIALLY COMPLETED,AD,36608.00,36697.00,,37346.00,  0.550 ,  0.017 ,  0.533 ,0
3420,FINANCIALLY COMPLETED,PP,36608.00,36678.00,36891.00,37741.00,  0.700 ,  0.668 ,  0.032 ,
3421,FINANCIALLY COMPLETED,AD,36608.00,36608.00,,36891.00,  0.100 ,  0.094 ,  0.006 ,
3422,FINANCIALLY COMPLETED,AD,36608.00,36651.00,,37560.00,  0.750 ,  0.725 ,  0.025 ,1
3423,FINANCIALLY COMPLETED,AD,36607.00,36752.00,37499.00,39263.00,  3.620 ,  2.911 ,  0.709 ,1
3424,FINANCIALLY COMPLETED,AD,36616.00,36616.00,,37711.00,  0.140 ,  0.125 ,  0.015 ,
3425,FINANCIALLY COMPLETED,AD,36624.00,36624.00,,36891.00,  0.053 ,  0.034 ,  0.019 ,
3427,FINANCIALLY COMPLETED,AD,36629.00,36629.00,,36891.00,  0.150 ,  0.137 ,  0.013 ,
3428,FINANCIALLY COMPLETED,AD,36633.00,36633.00,,37468.00,  0.150 ,  0.109 ,  0.041 ,
3429,FINANCIALLY COMPLETED,AD,36640.00,36726.00,37195.00,37620.00,  0.427 ,  0.392 ,  0.034 ,1
3430,FINANCIALLY COMPLETED,AD,36640.00,36640.00,36799.00,37437.00,  0.124 ,  0.062 ,  0.062 ,
3431,FINANCIALLY COMPLETED,AD,36641.00,36686.00,36922.00,37772.00,  0.500 ,  0.439 ,  0.061 ,1
3432,FINANCIALLY COMPLETED,AD,36641.00,36641.00,37103.00,38625.00,  0.147 ,  0.097 ,  0.050 ,
3433,FINANCIALLY COMPLETED,AD,36643.00,36706.00,37103.00,39629.00,  2.900 ,  2.841 ,  0.059 ,
3434,FINANCIALLY COMPLETED,AD,36656.00,36656.00,,37042.00,  0.100 ,  0.086 ,  0.014 ,
3435,FINANCIALLY COMPLETED,AD,36656.00,36656.00,,37256.00,  0.150 ,  0.131 ,  0.019 ,
3436,FINANCIALLY COMPLETED,AD,36656.00,36656.00,,37560.00,  0.150 ,  0.037 ,  0.113 ,
3437,FINANCIALLY COMPLETED,PP,36657.00,36669.00,36922.00,37256.00,  0.250 ,  0.213 ,  0.037 ,1
3438,FINANCIALLY COMPLETED,AD,36657.00,36683.00,,37287.00,  0.300 ,  0.268 ,  0.032 ,1
3439,FINANCIALLY COMPLETED,AD,36657.00,36735.00,37134.00,37955.00,  0.448 ,  0.431 ,  0.017 ,0
3440,FINANCIALLY COMPLETED,PP,36664.00,36700.00,36981.00,37560.00,  0.708 ,  0.674 ,  0.034 ,
3441,FINANCIALLY COMPLETED,AD,36664.00,36721.00,37256.00,38595.00,  0.781 ,  0.758 ,  0.024 ,1
3442,FINANCIALLY COMPLETED,PP,36665.00,36665.00,,36830.00,  0.100 ,  0.099 ,  0.001 ,
3443,FINANCIALLY COMPLETED,AD,36665.00,36665.00,,37256.00,  0.100 ,  0.095 ,  0.005 ,
3444,FINANCIALLY COMPLETED,AD,36665.00,36675.00,36799.00,37621.00,  0.325 ,  0.281 ,  0.044 ,1
3445,FINANCIALLY COMPLETED,AD,36671.00,36671.00,36799.00,37864.00,  0.150 ,  0.132 ,  0.018 ,
3446,FINANCIALLY COMPLETED,AD,36671.00,36671.00,,37529.00,  0.150 ,  0.107 ,  0.043 ,
